0  0.0388667  7.87364e-05  0.178342  0.00040712 0.218183  0.000221062  0.329884  0.000277355  0.858025  7.89143e-05 0.0011103  2.85319e-06 1.42716  0.00345065 0.86173  0.00218415  1.15605  0.00316463
0.01  0.0379554  7.52936e-05  0.176801  0.00038103 0.214869  0.00021355  0.327908  0.000257505  0.851401  8.33097e-05 0.00111298  2.73226e-06 1.44033  0.00345576 0.857855  0.00210019  1.12649  0.00284627
0.02  0.0371176  6.97921e-05  0.175186  0.000373438 0.212104  0.000212357  0.325631  0.000263064  0.844988  7.92846e-05 0.00112258  2.8143e-06 1.44501  0.00299416 0.850329  0.00209117  1.10052  0.00278977
0.03  0.0363562  7.0711e-05  0.173438  0.00036989 0.209823  0.000210088  0.322939  0.000260177  0.838643  8.48833e-05 0.00113581  2.71466e-06 1.45733  0.00336856 0.840071  0.00208699  1.07403  0.00264631
0.04  0.0355198  6.41629e-05  0.171788  0.000336178 0.206933  0.000201449  0.320706  0.000245224  0.832288  8.15155e-05 0.00114281  2.68678e-06 1.46617  0.00273772 0.833139  0.00203912  1.05427  0.00242616
0.05  0.0347347  5.98509e-05  0.170324  0.000321792 0.20411  0.000205509  0.318573  0.000251764  0.825716  8.28904e-05 0.00115268  2.63607e-06 1.47368  0.00231663 0.829202  0.00207085  1.03753  0.00244637
0.06  0.0338077  6.19659e-05  0.168111  0.000336304 0.201285  0.000202107  0.315955  0.00026033  0.819197  8.5202e-05 0.00116318  2.72379e-06 1.48933  0.00239285 0.819544  0.00211261  1.01852  0.00242218
0.07  0.0330084  6.27682e-05  0.166516  0.000339437 0.198396  0.00019425  0.313951  0.000248744  0.812881  8.36588e-05 0.00117281  2.75468e-06 1.50397  0.00264532 0.816153  0.0021155  1.00619  0.00226091
0.08  0.0322641  5.22073e-05  0.164672  0.000288442 0.196075  0.00019087  0.311314  0.000235997  0.806488  8.4317e-05 0.00118512  2.58232e-06 1.51409  0.00212736 0.807246  0.00194173  0.986979  0.00214014
0.09  0.0314176  4.94957e-05  0.163023  0.00027904 0.192859  0.000184636  0.309188  0.000237841  0.799763  8.42931e-05 0.00119308  2.59497e-06 1.52176  0.00183533 0.802633  0.00204268  0.975128  0.00209942
0.1  0.0305803  5.05429e-05  0.160487  0.0002865 0.190691  0.000186263  0.306132  0.000241612  0.79329  8.31773e-05 0.00121543  2.63968e-06 1.54003  0.00186623 0.790147  0.00202524  0.955836  0.00210188
0.11  0.0298044  5.46875e-05  0.158319  0.000318272 0.188439  0.000197249  0.303339  0.000259683  0.787048  9.07736e-05 0.00122872  2.86822e-06 1.5546  0.00206624 0.783177  0.00211665  0.93947  0.00219197
0.12  0.0290842  4.65766e-05  0.157522  0.000263578 0.184756  0.000179905  0.302181  0.000228751  0.780072  8.15374e-05 0.00123269  2.61552e-06 1.56626  0.0017108 0.784438  0.00203223  0.937026  0.0019215
0.13  0.0281709  4.46133e-05  0.154299  0.000263261 0.182708  0.000182555  0.298435  0.000242222  0.773699  9.20184e-05 0.0012596  2.74591e-06 1.5814  0.00152316 0.76885  0.00205235  0.913603  0.00201218
0.14  0.0274757  4.15479e-05  0.15325  0.000240599 0.179384  0.00016554  0.297183  0.000215  0.767013  8.16376e-05 0.00126414  2.5515e-06 1.59738  0.00158736 0.771334  0.00193234  0.910863  0.00177592
0.15  0.0265785  4.30807e-05  0.150046  0.000260924 0.177268  0.000175442  0.293473  0.000236027  0.760496  8.75111e-05 0.00128985  2.73346e-06 1.61478  0.00163026 0.755588  0.00197441  0.889604  0.00188995
0.16  0.0258899  3.56739e-05  0.148712  0.000221401 0.174224  0.000181527  0.291575  0.000232689  0.75395  9.03271e-05 0.00130085  2.74951e-06 1.62477  0.00110335 0.753565  0.00201302  0.883264  0.00184404
0.17  0.025163  3.56268e-05  0.146755  0.00021825 0.171574  0.000174031  0.289156  0.000223747  0.747176  8.83975e-05 0.00131749  2.73392e-06 1.64287  0.00105955 0.746203  0.00199133  0.872384  0.00174773
0.18  0.0243697  3.59794e-05  0.144435  0.000225657 0.16884  0.000164725  0.286548  0.000225199  0.740368  8.86168e-05 0.00133706  2.74503e-06 1.66284  0.00126732 0.739788  0.00193297  0.860704  0.00167658
0.19  0.0236536  3.27918e-05  0.142221  0.000210105 0.16642  0.000161335  0.283716  0.000219  0.733802  9.04364e-05 0.00135843  2.69316e-06 1.67768  0.00103482 0.731386  0.00195083  0.847321  0.00167197
0.2  0.0229562  3.02613e-05  0.140388  0.000193745 0.163613  0.000157351  0.281426  0.000212882  0.727078  8.5157e-05 0.00137556  2.73772e-06 1.69536  0.00105099 0.725363  0.00197363  0.839321  0.00156427
