0.2  0.023572  5.30899e-05  0.139189  0.000319942 0.169523  0.00021687  0.332935  0.000281109  0.852774  7.77428e-05 0.000736514  2.11877e-06 1.43172  0.00361317 0.996053  0.00216702  1.30689  0.00342843
0.4  0.019846  5.69008e-05  0.117415  0.000393392 0.169453  0.000222122  0.320268  0.000358143  0.852848  8.20159e-05 0.00074924  1.81985e-06 1.61615  0.00545151 0.903694  0.00179008  1.1744  0.00357349
0.6  0.0176197  5.32525e-05  0.104222  0.000372247 0.169548  0.000222271  0.311855  0.000371004  0.852848  7.97204e-05 0.000747886  1.48546e-06 1.76478  0.00580027 0.856759  0.00155485  1.09941  0.00337985
0.8  0.0159187  5.30672e-05  0.0942066  0.000371529 0.16954  0.000222332  0.304825  0.000383261  0.852848  8.20925e-05 0.000745806  1.33622e-06 1.88991  0.00603646 0.823066  0.00138945  1.04375  0.00322
1  0.014757  5.246e-05  0.087349  0.000363995 0.169538  0.000223132  0.299696  0.00039393  0.852859  8.03683e-05 0.000739508  1.20275e-06 1.98089  0.00634355 0.801139  0.00133622  1.00614  0.00315888
1.2  0.0137135  5.09906e-05  0.0811497  0.000352572 0.169611  0.000223182  0.294797  0.000393908  0.852861  8.18065e-05 0.000735639  1.10991e-06 2.07601  0.00667924 0.781042  0.0012458  0.972432  0.00301343
1.4  0.0130249  4.93159e-05  0.0771713  0.000341471 0.169429  0.000223124  0.291243  0.000404239  0.852831  8.05601e-05 0.000728989  1.04807e-06 2.13216  0.00637523 0.76734  0.00122659  0.949307  0.0030083
1.6  0.0123146  4.67797e-05  0.0728723  0.000323197 0.169632  0.000221768  0.287348  0.000394764  0.852854  8.11635e-05 0.000724793  9.28938e-07 2.19045  0.00617372 0.753081  0.00116704  0.924138  0.00283386
1.8  0.011805  4.75698e-05  0.0699669  0.000326297 0.169405  0.000224595  0.284603  0.000410328  0.852835  8.16296e-05 0.000718606  9.19292e-07 2.23691  0.00645216 0.743088  0.00117604  0.908024  0.00289726
2  0.0112925  4.43483e-05  0.0667792  0.000304892 0.169768  0.000221164  0.281244  0.000392983  0.852885  8.02072e-05 0.000714819  8.25298e-07 2.29027  0.00635929 0.73136  0.00111421  0.887007  0.00268687
