0  0.0263197  0.000165386  0.122418  0.000808802 0.215627  0.000185386  0.308534  0.000441452  0.847182  0.000227461 0.00121288  3.64913e-06 1.8182  0.00682776 0.77891  0.00133515  0.971981  0.00311214
0.01  0.02805  0.000187195  0.132214  0.000895567 0.212199  0.00017917  0.311114  0.000372005  0.842772  0.000271629 0.0011862  4.81666e-06 1.77819  0.0128811 0.778474  0.00138409  0.988202  0.0026281
0.02  0.0279003  0.000177314  0.132776  0.000856161 0.210172  0.000180871  0.308909  0.000368493  0.836828  0.000266847 0.00118512  4.59423e-06 1.76498  0.0121768 0.768512  0.00135064  0.966163  0.0025438
0.03  0.0274612  0.000173121  0.13249  0.000852066 0.207379  0.000175015  0.307228  0.000359293  0.830747  0.000242713 0.00118082  4.17089e-06 1.75685  0.0117889 0.764023  0.00139021  0.951604  0.00253618
0.04  0.0273649  0.000159339  0.133468  0.00079071 0.205116  0.000172974  0.305643  0.000334056  0.825064  0.000227448 0.00117623  3.66863e-06 1.73867  0.0109244 0.757714  0.00137724  0.938124  0.0023636
0.05  0.0272807  0.00014842  0.134939  0.000746093 0.202208  0.000171202  0.304608  0.000313506  0.819458  0.000210216 0.0011712  3.6e-06 1.71626  0.0104648 0.753821  0.00131245  0.931595  0.00225474
0.06  0.0261458  0.00017513  0.130933  0.000889926 0.199749  0.000172181  0.301405  0.000362262  0.812262  0.000254026 0.00118808  4.08958e-06 1.76629  0.0127229 0.748364  0.00136571  0.912807  0.002449
0.07  0.0262467  0.000153012  0.133146  0.000785379 0.197129  0.000165363  0.300365  0.0003259  0.806727  0.000230688 0.00117944  3.7794e-06 1.72815  0.0114448 0.743434  0.00135999  0.905594  0.002233
0.08  0.0255206  0.000162885  0.131222  0.000845994 0.194503  0.000160134  0.298048  0.000334938  0.800281  0.000241186 0.00118902  3.91042e-06 1.74986  0.0123205 0.737205  0.00137168  0.893625  0.00224791
0.09  0.0253843  0.000141652  0.132254  0.000745841 0.19196  0.000155917  0.296539  0.000306078  0.794368  0.000209962 0.00118419  3.37858e-06 1.72352  0.0104985 0.731884  0.0013239  0.884973  0.00212433
0.1  0.0251885  0.000126454  0.132796  0.000675246 0.189738  0.00016053  0.29455  0.00030509  0.788636  0.000191517 0.00118678  2.98551e-06 1.70761  0.00899983 0.723936  0.00136225  0.874291  0.00217028
0.11  0.0246626  0.000127191  0.13226  0.000693479 0.186582  0.000159918  0.293125  0.000308842  0.782228  0.000197804 0.00119076  3.2507e-06 1.71509  0.00969104 0.722605  0.00135829  0.870503  0.00212455
0.12  0.024045  0.000132112  0.130585  0.000727528 0.184218  0.000158764  0.290525  0.000319074  0.775656  0.000212305 0.00120182  3.54475e-06 1.73155  0.0106696 0.715639  0.00137663  0.857802  0.00214289
0.13  0.0237944  0.000112643  0.131077  0.000629181 0.181601  0.000149772  0.288953  0.000281226  0.769792  0.000179562 0.00120221  2.82054e-06 1.7137  0.00874559 0.709762  0.00129492  0.85073  0.00196884
0.14  0.0231921  0.000116533  0.129517  0.000660881 0.179142  0.000152588  0.286458  0.000298002  0.763306  0.000185862 0.00121314  2.94433e-06 1.72924  0.00927021 0.703424  0.00137406  0.839834  0.0020606
0.15  0.022728  0.000111916  0.128879  0.000645182 0.17646  0.000149724  0.284583  0.000290702  0.756913  0.000182561 0.00122158  2.9651e-06 1.73201  0.00915015 0.698341  0.00133291  0.833256  0.00199098
0.16  0.0223558  0.000101563  0.128556  0.000592401 0.173985  0.000151525  0.282707  0.000282779  0.75088  0.000171801 0.00122783  2.7057e-06 1.73063  0.00824679 0.694121  0.00135957  0.825887  0.00197126
0.17  0.0218306  0.000104788  0.127385  0.000618673 0.171456  0.000141956  0.280527  0.000285163  0.744431  0.000180826 0.00123657  2.8993e-06 1.74296  0.00877083 0.688931  0.00129887  0.8182  0.00191817
0.18  0.0213075  0.000102838  0.126038  0.000617142 0.169145  0.000137834  0.277932  0.000289217  0.737879  0.000184763 0.0012513  3.08825e-06 1.75372  0.00896013 0.681339  0.00131655  0.807385  0.00190079
0.19  0.0208048  9.14723e-05  0.125093  0.000557853 0.166388  0.000145975  0.275984  0.000273192  0.731559  0.000162605 0.00125988  2.60897e-06 1.75635  0.00762241 0.676336  0.00137641  0.801089  0.00189164
0.2  0.0203315  8.69404e-05  0.124372  0.000541238 0.163568  0.00014035  0.27409  0.000268743  0.725101  0.000159915 0.00126913  2.64382e-06 1.76415  0.00761682 0.672166  0.0013524  0.795702  0.00182881
0.21  0.0198891  7.33264e-05  0.123498  0.000466034 0.161133  0.000133349  0.271674  0.000257762  0.718841  0.000143788 0.00128133  2.31625e-06 1.76472  0.00610642 0.664822  0.00134474  0.786387  0.00180945
0.22  0.0193648  7.13708e-05  0.122173  0.000460753 0.1586  0.000132174  0.269472  0.000251147  0.712192  0.000143138 0.00129473  2.72442e-06 1.77969  0.00685519 0.660132  0.00137864  0.778847  0.0017259
