0 130.784 0.015 8.11365 4.63548
1 132.298 0.0175 12.3541 4.73126
2 135.921 0.018125 11.2117 4.68608
3 135.805 0.019375 12.7181 4.73105
4 135.694 0.019375 11.4744 4.71529
5 137.74 0.01625 13.7382 4.73778
6 136.946 0.015625 14.7413 4.7111
7 137.437 0.02 13.1147 4.73863
8 136.684 0.016875 13.3744 4.71139
9 136.609 0.01625 11.3683 4.73288
10 135.157 0.019375 13.6442 4.71108
11 138.222 0.015625 15.0215 4.75417
12 136.364 0.018125 15.8464 4.71101
13 138.461 0.018125 15.8679 4.75915
14 137.173 0.015625 15.3502 4.69848
15 137.998 0.015 13.0373 4.75556
16 137.361 0.016875 13.8421 4.70776
17 137.595 0.020625 13.1027 4.75799
18 136.11 0.019375 12.9232 4.70215
19 138.398 0.015625 14.3461 4.74841
20 137.305 0.01875 13.9584 4.71569
21 139.091 0.021875 14.1476 4.75577
22 137.406 0.0175 12.2242 4.7036
23 137.582 0.016875 13.5202 4.73981
24 136.974 0.016875 12.4309 4.7044
25 139.579 0.01625 13.8548 4.74945
26 137.162 0.021875 12.6472 4.70883
27 139.054 0.019375 12.8574 4.73525
28 136.41 0.015625 10.8926 4.71631
29 136.471 0.016875 16.3189 4.74473
30 138.022 0.020625 14.075 4.72289
31 137.04 0.018125 13.6129 4.75198
32 137.386 0.015 13.4114 4.70057
33 137.267 0.01625 17.4265 4.7526
34 136.211 0.016875 13.1952 4.70446
35 135.912 0.018125 16.9956 4.74433
36 137.162 0.0225 11.6431 4.69592
37 137.164 0.01625 16.649 4.73777
38 135.538 0.01625 12.0326 4.69709
39 137.387 0.02 12.6882 4.7382
40 135.912 0.01875 12.5652 4.70412
41 137.989 0.02 12.7165 4.73632
42 136.382 0.01625 12.0745 4.6964
43 138.01 0.02 13.1817 4.74185
44 137.189 0.01875 12.1342 4.70767
45 139.083 0.018125 13.2474 4.75646
46 138.225 0.01875 11.632 4.7094
47 136.363 0.0175 12.9196 4.75462
48 135.997 0.018125 11.3911 4.70552
49 134.991 0.01875 12.2866 4.73021
50 134.844 0.01875 11.1371 4.69817
51 136.338 0.019375 13.2281 4.72463
52 137.801 0.0175 13.7932 4.7338
53 136.368 0.0175 11.821 4.7328
54 135.988 0.015625 13.2918 4.71041
55 136.349 0.01875 12.4759 4.72046
56 136.714 0.02 14.2209 4.72952
57 138.257 0.019375 12.9448 4.7391
58 136.097 0.016875 13.4773 4.71256
59 135.972 0.016875 12.1623 4.72376
60 137.377 0.01875 15.0537 4.71313
61 137.583 0.019375 11.7819 4.73288
62 138.199 0.018125 15.5466 4.72429
63 136.837 0.018125 12.6662 4.72847
64 137.439 0.01625 16.9352 4.72198
65 136.981 0.0175 11.5538 4.72059
66 137.484 0.020625 13.4629 4.71845
67 135.657 0.021875 11.5338 4.72643
68 136.429 0.019375 13.105 4.71459
69 135.264 0.01875 12.281 4.71472
70 137.483 0.016875 11.307 4.71625
71 135.739 0.0225 12.1433 4.73141
72 136.659 0.016875 12.2106 4.71182
73 137.639 0.018125 14.197 4.74932
74 136.577 0.016875 14 4.73023
75 136.223 0.018125 12.3981 4.73681
76 135.992 0.02 14.586 4.71226
77 135.962 0.01875 12.646 4.73421
78 136.09 0.016875 16.3917 4.72897
79 135.701 0.018125 13.4573 4.72549
80 135.301 0.025 12.4587 4.73782
81 136.705 0.01875 16.0087 4.73649
82 137.393 0.015 13.457 4.73697
83 136.143 0.02125 13.6794 4.72576
84 136.219 0.0175 13.3438 4.7062
85 138.041 0.020625 13.237 4.73552
86 135.841 0.018125 11.2659 4.70599
87 136.3 0.019375 13.3136 4.72212
88 136.167 0.020625 13.2853 4.71568
89 134.244 0.014375 10.7061 4.70422
90 134.246 0.019375 10.6348 4.69076
91 134.802 0.02 9.67254 4.70178
92 135.916 0.02 11.8225 4.69765
93 136.034 0.018125 10.6046 4.73169
94 135.871 0.018125 13.2415 4.70028
95 134.983 0.015625 10.6363 4.72123
96 135.949 0.019375 12.5644 4.71725
97 136.576 0.01875 11.7549 4.71808
98 135.88 0.015625 13.0522 4.71263
99 135.627 0.014375 11.5342 4.71726
100 136.071 0.016875 14.0154 4.72039
101 135.899 0.018125 11.8178 4.73562
102 136.259 0.01875 15.8347 4.69798
103 137.403 0.021875 12.372 4.7217
104 136.911 0.0225 12.5785 4.7142
105 138.287 0.016875 12.5149 4.75362
106 136.719 0.019375 12.6375 4.69336
107 138.582 0.018125 13.3232 4.74217
108 136.728 0.016875 14.8619 4.72204
109 137.569 0.015 13.1922 4.73075
110 135.641 0.016875 12.1808 4.69157
111 138.83 0.0225 11.5424 4.74009
112 136.532 0.0175 12.8422 4.70234
113 136.971 0.01625 14.6667 4.73957
114 135.882 0.015 14.1689 4.69873
115 137.698 0.018125 12.8403 4.73731
116 136.597 0.019375 13.4162 4.70232
117 137.921 0.019375 13.6794 4.73223
118 136.917 0.018125 14.2407 4.71263
119 138.442 0.016875 12.2242 4.74827
120 135.602 0.01875 12.342 4.69769
121 137.365 0.02125 11.3099 4.71317
122 136.351 0.0175 12.6766 4.71608
123 136.414 0.0175 11.2753 4.72109
124 136.481 0.02 12.402 4.70478
125 135.779 0.02125 11.6572 4.72573
126 137.273 0.0175 11.4152 4.72573
127 135.407 0.0175 12.1403 4.72402
128 135.433 0.01875 13.6842 4.71651
129 136.152 0.015625 12.743 4.73626
130 137.368 0.019375 15.5381 4.71001
131 136.709 0.019375 12.9409 4.73586
132 136.694 0.0175 14.2766 4.73964
133 136.114 0.018125 12.3586 4.72365
134 136.418 0.019375 11.5778 4.70975
135 135.757 0.021875 12.2156 4.73824
136 135.759 0.020625 11.2269 4.71517
137 136.277 0.0175 12.4513 4.72258
138 134.972 0.02 11.114 4.73167
139 134.049 0.02375 11.5395 4.73101
140 134.748 0.01625 13.7735 4.72856
141 135.188 0.0175 11.8861 4.71925
142 133.599 0.019375 10.5844 4.71587
143 135.722 0.015625 13.448 4.73256
144 137.043 0.015625 12.1549 4.71423
145 136.384 0.015625 13.4837 4.71929
146 136.406 0.016875 10.3367 4.71077
147 137.733 0.0175 13.0941 4.72843
148 136.928 0.019375 10.5103 4.70731
149 135.955 0.019375 12.8334 4.73752
150 135.719 0.0175 12.0408 4.7035
151 136.609 0.015 13.3471 4.73131
152 135.354 0.018125 10.1011 4.70216
153 133.777 0.0175 11.1004 4.70012
154 133.461 0.019375 10.1669 4.7076
155 135.804 0.01875 14.9395 4.71539
156 134.865 0.0175 10.7959 4.70804
157 135.598 0.0175 13.3758 4.71833
158 134.316 0.01875 10.9321 4.69247
159 134.863 0.0175 12.1151 4.72421
160 134.464 0.0175 13.0145 4.69956
161 135.762 0.02125 12.1056 4.72169
162 134.066 0.016875 11.0011 4.70343
163 134.82 0.0175 12.9779 4.70374
164 133.837 0.016875 10.792 4.69837
165 136.339 0.0175 13.4934 4.73362
166 134.963 0.02125 11.8305 4.70297
167 134.179 0.018125 13.7147 4.72272
168 134.789 0.019375 10.8721 4.70588
169 134.57 0.016875 14.1041 4.71591
170 133.832 0.02 9.90781 4.69847
171 135.104 0.0175 12.344 4.7217
172 135.531 0.01875 10.9581 4.70809
173 134.254 0.020625 13.4745 4.72497
174 135.258 0.02 10.8327 4.72022
175 134.575 0.021875 11.6129 4.71378
176 135.405 0.0175 10.6709 4.71611
177 134.099 0.016875 10.1217 4.70751
178 133.317 0.015625 11.6616 4.6987
179 134.924 0.0175 10.779 4.72069
180 133.591 0.018125 10.6232 4.72893
181 133.632 0.018125 11.2162 4.71575
182 134.857 0.024375 11.4856 4.71001
183 134.925 0.02 12.6012 4.73176
184 136.001 0.020625 10.7217 4.72179
185 136.071 0.01875 11.7299 4.72907
186 135.373 0.02125 12.0132 4.73424
187 134.733 0.02 11.6115 4.71528
188 136.111 0.01875 10.5637 4.7065
189 135.558 0.016875 12.8913 4.72667
190 135.133 0.016875 10.5014 4.70113
191 135.194 0.024375 11.3183 4.71377
192 135.481 0.015 10.832 4.69958
193 136.408 0.01875 13.7465 4.70801
194 134.836 0.0225 10.0148 4.7006
195 134.575 0.0175 12.9513 4.70903
196 135.627 0.020625 10.6392 4.69122
197 134.723 0.01875 12.3304 4.70177
198 134.653 0.018125 9.78268 4.6992
199 134.948 0.01625 11.3866 4.70468
200 133.844 0.018125 11.2683 4.69512
201 133.84 0.015 10.8636 4.70005
202 134.561 0.02125 14.6766 4.71976
203 135.353 0.0175 13.2531 4.72313
204 134.895 0.020625 10.4799 4.71826
205 136.309 0.016875 12.8434 4.73366
206 135.899 0.016875 12.9306 4.71165
207 135.613 0.01625 13.5685 4.73826
208 136.666 0.021875 14.3033 4.73023
209 136.521 0.01375 11.2559 4.71498
210 136.106 0.018125 12.8918 4.71602
211 137.219 0.016875 12.2307 4.71688
212 137.92 0.015625 10.9418 4.71788
213 136.327 0.015625 13.6127 4.73496
214 135.689 0.016875 13.1118 4.73091
215 137.845 0.019375 13.8967 4.7316
216 135.137 0.016875 12.39 4.71333
217 136.598 0.0175 12.3764 4.69785
218 135.259 0.01625 10.8175 4.72058
219 137.433 0.016875 12.6122 4.70687
220 136.258 0.01875 12.6621 4.71897
221 138.384 0.01875 12.5551 4.72431
222 136.766 0.016875 14.5953 4.73684
223 137.364 0.019375 11.8461 4.71754
224 135.434 0.015625 11.0074 4.70527
225 136.535 0.016875 14.3826 4.72945
226 136.141 0.015625 12.8123 4.72822
227 137.325 0.01625 13.33 4.72109
228 137.359 0.018125 12.3182 4.73339
229 136.838 0.0175 12.2686 4.71998
230 136.607 0.016875 11.8759 4.72512
231 136.713 0.015625 10.7385 4.71686
232 137.463 0.015 12.7618 4.7346
233 137.963 0.01625 12.8723 4.71783
234 136.947 0.020625 11.0258 4.7434
235 136.589 0.01625 12.5266 4.72589
236 137.632 0.02 11.9515 4.72132
237 136.929 0.015625 11.9928 4.71307
238 137.819 0.02125 11.957 4.72126
239 137.115 0.0175 15.3345 4.7276
240 136.454 0.020625 12.0745 4.73409
241 137.241 0.01625 17.3552 4.71392
242 136.971 0.016875 11.584 4.72109
243 136.3 0.0125 15.5441 4.71514
244 134.871 0.0175 12.0683 4.70968
245 136.431 0.018125 12.8711 4.70532
246 137.307 0.01875 12.4502 4.71945
247 136.447 0.016875 14.0331 4.71735
248 136.347 0.02125 12.4916 4.72701
249 136.894 0.018125 12.3935 4.7272
